32.26,32.75,32.05,32.55,21641
32.85,32.91,31.92,32.03,22779
32.31,33.92,32.17,33.08,27530
32.99,33.6,32.75,33.43,24163
33.12,33.76,32.88,33.43,20138
33.64,33.92,33,33.74,26163
32.99,33.17,32.11,32.29,37619
32.26,32.77,31.22,31.66,49862
31.71,32.37,31.35,32.09,40010
31.3,31.83,30.55,30.98,58077
29.71,30.25,28.76,30.17,68960
30.03,30.99,29.89,30.61,31092
30.42,30.99,30.1,30.62,25961
30.65,31.561,30.63,31.33,46380
31.37,31.65,30.69,31.5,30002
31.5,31.81,30.8,31.5,29419
31.48,33.05,31.47,33,43910
33.01,34.35,33.01,34.02,51737
34.17,34.46,33.36,34.34,36440
33.06,33.64,32.8,33.37,43884
33.67,33.8,33.065,33.53,34114
33.26,33.95,32.93,33,30456
33.21,33.47,32.23,32.56,42666
32.06,32.43,31.62,31.8,37529
31.69,32.92,31.69,32.67,30927
32.69,33.45,32.64,33.27,37546
33.53,33.54,32.63,32.88,38804
32.68,32.83,31.62,31.7,36816
31.1,31.65,30.52,30.62,42554
30.92,30.92,30.01,30.6,70826
31.13,31.62,30.92,31.56,85187
32.39,33.01,32.13,32.66,57571
33.64,35.2,33.64,34.46,105444
34.1,34.86,33.97,34.82,43891
35.65,36.24,35.22,35.63,53718
35.58,36.49,35.23,36.36,45559
36.95,37.1,36.27,36.97,38880
36.67,37.55,36.44,37.4,30059
37.03,37.8,36.53,37.59,36424
36.78,37.77,36.62,37.58,38800
37.6,37.6,36.72,37.05,27553
37.06,37.66,36.28,36.34,33310
36.58,37.67,36.47,36.93,45996
37.19,37.4,36.2,36.27,38211
36.28,37.16,36.05,36.14,31699
35.94,36.09,34.63,34.73,49032
34.65,35.18,32.67,32.94,54629
33.12,35.18,32.93,35.12,73520
34.47,35.4,34.23,35.01,35706
37.49,37.8,36.99,37.59,66431
37.63,37.92,37.05,37.53,31352
37.67,38.29,37.16,37.59,33439
37.42,37.7,36.45,36.76,37784
39.17,40.95,38.25,40.68,136158
40.77,42.31,40.77,41.84,59542
41.48,41.92,40.8,41.27,40945
41.15,41.44,40.47,40.71,30431
40.43,40.45,39.76,40.11,31534
39.9,40.78,39.22,39.73,35822
40.11,40.43,39.17,39.34,32172
39.35,39.85,38.78,39.42,42968
40.06,40.83,39.81,40.81,41276
39.74,40.91,39.63,39.97,27563
40.78,40.78,39.35,39.93,48381
40.23,40.29,39.36,40.06,46409
40,40.25,39.54,39.9,51146
38.35,38.91,36.08,36.21,134491
36.84,37.21,35.82,36.13,73181
36.25,36.32,35.33,35.64,49855
35.54,35.54,34.61,34.68,53508
34.86,34.86,33.82,34.73,45135
34.87,35.61,34.81,35.2,37610
35.77,35.77,34.79,35.23,22762
35.7,35.95,35.192,35.85,22956
35.25,35.72,34.98,35.36,22244
35.54,35.91,35.41,35.61,19290
34.97,35.84,34.9,35.53,31719
35.6,35.746,34.19,34.73,33347
35.08,35.47,34.91,35.25,14697
35.2,35.52,35.08,35.25,14598
35.27,35.57,34.78,35.29,12296
35.45,35.48,35.02,35.1,3650
35.19,35.8,35.11,35.58,18327
35.75,35.9837,35.24,35.51,13669
35.38,35.67,35.1,35.36,8653
35.4,35.64,34.78,34.85,10123
35.23,35.414,34.465,35.1,32789
35.21,35.79,34.94,35.46,21260
35.43,36.24,35.01,36.21,41218
34.87,35.28,32.59,32.67,142969
32.3,33.58,31.53,33.58,74691
33.48,33.62,32.03,32.48,57936
32.12,32.41,31.83,32.41,36246
32.51,33.18,32.44,32.86,36732
32.7,33.15,32.57,32.97,26115
33.1,33.1,32.36,32.58,27553
32.51,32.56,32.0699,32.21,25268
32.25,32.33,31.25,31.68,34032
31.55,31.9,30.61,30.68,43123
30.5,30.77,29.88,29.98,46376
30.66,30.75,30.16,30.45,32963
30.38,31.5,30.14,31.05,42524
30.77,31.24,30.36,31.18,39428
31.46,31.84,30.75,31.21,34690
31.72,32.36,31.5,31.54,43860
31.8,32.07,31.31,32.07,27886
32.29,32.72,32.01,32.62,37591
32.23,32.2698,31.38,31.96,44037
34.31,34.4,33.01,33.21,98794
33.01,33.41,32.551,33.18,47545
33.2,33.2,32.37,32.44,29149
32.67,32.93,32.21,32.4,35245
32.3,32.8,31.97,32.29,25428
33.03,33.17,32.48,33,36265
33.06,34.09,32.69,33.85,41465
34.5,35.55,34.06,35.25,61304
35.2,35.42,34.99,35.38,29399
35.05,35.8,34.91,35.69,24925
35.51,35.89,35.42,35.55,22624
35.7,35.71,35.19,35.65,16320
35.26,35.65,35.01,35.16,23017
35.19,35.87,34.954,35.85,21960
35.29,36.147,35.24,36.06,20879
36.15,36.84,36.13,36.42,19875
35.6,37.1,35.55,36.82,28396
36.79,37.07,36.48,36.52,27212
36.57,37,36.11,36.24,24184
39.91,41.68,39.13,41.52,140148
41.58,42.4,41.3,42.35,71064
42.43,43.66,42.35,43.43,56936
43.2,43.59,42.96,43.09,36189
43.12,43.74,42.93,43.42,31413
43.34,43.5,42.92,43.47,27893
43.88,43.93,42.95,43.12,25378
43.11,43.54,42.89,43.44,17755
43.46,44.09,43.37,43.91,15068
44.29,44.55,44.11,44.47,28252
44.43,44.78,44.25,44.67,20246
44.74,44.98,43.87,43.91,23333
43.99,45,43.73,44.73,25245
44.81,44.9,44.03,44.86,24137
44.81,44.85,44.23,44.38,22328
44.8,45.74,44.49,44.86,30766
45.03,45.67,44.62,45.32,17847
45.36,45.66,44.46,44.74,17104
44.92,45.28,44.5621,45.06,19973
44.8,45.98,44.66,45.64,29490
45.89,46.73,45.71,46.65,29457
46.785,48.15,46.78,48.11,34128
47.93,47.93,47.35,47.83,26244
47.88,48.25,47.19,47.54,30799
45.6,47,45.23,46.9,72570
47.6,50.1,47.28,49.98,77137
50.7,51.12,48.93,49.07,50539
48.9,49.38,48.63,49.07,24596
49.49,49.88,49.05,49.69,36129
49.55,50.25,49.25,49.81,21695
49.41,49.85,48.2,48.67,34083
48.44,48.892,46.53,47.09,44547
47.31,47.89,46.97,47.65,24820
47.54,48.02,46.82,47.82,22959
47.5,49.0195,47.08,48.72,22841
48.6,49.17,48.29,48.68,19693
48.93,49.965,48.645,49.53,32109
49.21,49.56,47.76,47.87,30922
48.06,49,46.38,46.6,47493
47.08,47.26,46.25,46.4,34372
46.48,46.57,43.63,43.73,42322
44.33,45.32,43.454,44.68,27085
45,45.23,42.59,43.74,40902
43.03,45.71,42.81,44.23,48849
42.57,42.64,38.04,40.45,132324
40.52,40.87,38.42,39.13,64826
40.75,42.45,40.75,42.38,44759
41.78,43.18,41.63,42.33,28726
42.41,43.44,41.75,43.34,25870
43.36,43.36,40.89,41.14,30762
40.36,40.64,39.58,40.22,31354
40.4,40.845,39.02,40.78,36420
41.99,41.99,37.815,38.38,74728
37.78,38.48,36.11,37.27,78020
36.04,36.72,35.23,35.5,54978
34.91,36.705,34.58,35.97,56725
36.09,36.46,35.27,35.36,31096
34.41,35.7,33.52,35.57,44300
35.4,35.44,33.97,34.16,49477
34.98,35.62,34.22,35.6,35719
35.7,36.3,35.05,35.83,37796
35.55,35.85,34.59,34.65,29496
34.93,35.28,34.27,35.26,32591
36,37.89,35.98,37.58,68769
36.37,36.49,34.63,34.78,52133
35,35.56,33.66,33.73,39629
33.85,34.3,32.92,33.82,33226
34.01,35.38,33.88,34.12,33088
34.82,35.94,34.82,35.93,33897
34.8,36.62,34.8,36,35316
36.37,37.06,36.05,36.34,32457
36.83,37.05,35.69,37.04,36826
36.59,36.59,35.644,35.76,27590
35.87,35.87,34.7,35.37,31257
35.49,36.06,35.17,35.33,19154
35.76,35.98,34.24,34.51,39885
34.61,35.05,33.03,33.15,38117
33.17,33.26,31.9,32.65,38055
32.38,32.38,31.5,32.04,33386
32.04,32.73,31.46,32.38,28229
32.84,33.03,32.06,32.15,25383
31.41,31.51,30.12,30.39,34762
30.45,31.38,30.28,30.69,31985
30.53,32.16,29.94,31.91,61995
31.93,31.98,30.99,31.11,28922
31.84,32.75,30.56,30.71,42029
31.18,32.94,30.88,32.9,43883
35.76,36.37,34.86,35.45,116289
35.35,36.13,35.03,36.06,34537
35.84,36.59,35.34,35.83,26700
36.23,36.65,35.41,36.23,26700
36.04,36.1,35.36,35.93,18218
35.94,36.14,34.72,35.36,33531
35.1,35.19,32.97,33.25,48241
33.55,33.99,33.18,33.56,22473
32.78,34.59,32.61,34.49,28621
34.73,34.9,33.85,34.04,21520
34.54,36.1,34.54,35.94,27614
35.95,36.96,35.47,36.8,26091
36.69,38.235,36.69,38.19,34033
38.43,38.8,36.92,37,24091
36.83,37.15,36.08,36.38,16295
36.86,37.13,35.53,36.42,28847
35.85,37.08,35.51,36.94,24005
37.86,38.92,37.71,38.84,37075
38.7,38.83,37.48,38.12,31158
38.14,39.05,38.14,38.8,33803
38.67,40.31,37.75,39.53,43053
38.74,39.19,37.94,39,33011
39.17,40.17,39.17,39.52,22347
38.82,39.17,38.18,38.81,19724
37.89,38.41,37.195,37.6,23238
36.84,37.79,36.32,37.65,24554
37.38,38.17,37.34,37.66,20350
37.29,38.2,36.9,37.63,31595
36.15,36.39,33.97,35.05,142639
36.14,36.62,35.46,35.67,48577
35.26,36.53,35,36.39,39846
